,tweet_created_at,id_str,entity_user_mentions,con_id_str_list,con_id_str_list1,con_id_str_list2,full_conversation_ids,airline_contain_con,airline_contain_con_time,airline_reply_time,56377143
4113,2019-10-26 22:28:05,1.188220781806928e+18,"('KLM', '56377143')",['1.188220781806928e+18'],['1.1882235223064412e+18'],[],"['1.188220781806928e+18', '1.1882235223064412e+18']",['1.1882235223064412e+18'],['2019-10-26 22:38:58'],2019-10-26 22:38:58,10.883333333333333
4114,2019-10-27 05:36:44,1.1883286563404268e+18,"('KLM', '56377143')",['1.1883286563404268e+18'],['1.1883308206139228e+18'],[],"['1.1883286563404268e+18', '1.1883308206139228e+18']",['1.1883308206139228e+18'],['2019-10-27 05:45:20'],2019-10-27 05:45:20,8.6
4115,2019-10-27 07:20:27,1.1883547586770944e+18,"('KLM', '56377143')",['1.1883547586770944e+18'],['1.1883581943740744e+18'],[],"['1.1883547586770944e+18', '1.1883581943740744e+18']",['1.1883581943740744e+18'],['2019-10-27 07:34:06'],2019-10-27 07:34:06,13.65
4116,2019-10-27 08:22:52,1.1883704652717957e+18,"('KLM', '56377143')",['1.1883704652717957e+18'],['1.1883726305812357e+18'],[],"['1.1883704652717957e+18', '1.1883726305812357e+18']",['1.1883726305812357e+18'],['2019-10-27 08:31:28'],2019-10-27 08:31:28,8.6
4117,2019-10-27 08:26:13,1.188371309891375e+18,"('KLM', '56377143')",['1.188371309891375e+18'],['1.1883782506927473e+18'],[],"['1.188371309891375e+18', '1.1883782506927473e+18']",['1.1883782506927473e+18'],['2019-10-27 08:53:48'],2019-10-27 08:53:48,27.583333333333332
4118,2019-10-27 10:31:33,1.1884028492329492e+18,"('KLM', '56377143')",['1.1884028492329492e+18'],['1.1884047326893425e+18'],[],"['1.1884028492329492e+18', '1.1884047326893425e+18']",['1.1884047326893425e+18'],['2019-10-27 10:39:02'],2019-10-27 10:39:02,7.483333333333333
4121,2019-10-27 12:32:56,1.1884333978212024e+18,"('KLM', '56377143')",['1.1884333978212024e+18'],['1.1884400284160082e+18'],[],"['1.1884333978212024e+18', '1.1884400284160082e+18']",['1.1884400284160082e+18'],['2019-10-27 12:59:17'],2019-10-27 12:59:17,26.35
4124,2019-10-27 15:20:49,1.1884756469530542e+18,"('KLM', '56377143')",['1.1884756469530542e+18'],['1.1884767592405156e+18'],[],"['1.1884756469530542e+18', '1.1884767592405156e+18']",['1.1884767592405156e+18'],['2019-10-27 15:25:14'],2019-10-27 15:25:14,4.416666666666667
4125,2019-10-27 15:33:52,1.18847893152077e+18,"('KLM', '56377143')",['1.18847893152077e+18'],['1.1884796389322834e+18'],[],"['1.18847893152077e+18', '1.1884796389322834e+18']",['1.1884796389322834e+18'],['2019-10-27 15:36:41'],2019-10-27 15:36:41,2.816666666666667
4126,2019-10-27 16:06:27,1.1884871304164065e+18,"('KLM', '56377143')",['1.1884871304164065e+18'],['1.1884953498765107e+18'],[],"['1.1884871304164065e+18', '1.1884953498765107e+18']",['1.1884953498765107e+18'],['2019-10-27 16:39:07'],2019-10-27 16:39:07,32.66666666666667
4128,2019-10-27 19:21:03,1.1885361037096755e+18,"('KLM', '56377143')",['1.1885361037096755e+18'],['1.1885379419094958e+18'],[],"['1.1885361037096755e+18', '1.1885379419094958e+18']",['1.1885379419094958e+18'],['2019-10-27 19:28:21'],2019-10-27 19:28:21,7.3
4129,2019-10-27 20:03:26,1.1885467670858834e+18,"('KLM', '56377143')",['1.1885467670858834e+18'],['1.1885496326049997e+18'],[],"['1.1885467670858834e+18', '1.1885496326049997e+18']",['1.1885496326049997e+18'],['2019-10-27 20:14:49'],2019-10-27 20:14:49,11.383333333333333
4130,2019-10-27 20:11:30,1.1885487975357972e+18,"('KLM', '56377143')",['1.1885487975357972e+18'],['1.188551337291735e+18'],[],"['1.1885487975357972e+18', '1.188551337291735e+18']",['1.188551337291735e+18'],['2019-10-27 20:21:35'],2019-10-27 20:21:35,10.083333333333334
4131,2019-10-27 22:32:44,1.188584339723952e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.188584339723952e+18'],['1.1885866097736335e+18'],[],"['1.188584339723952e+18', '1.1885866097736335e+18']",['1.1885866097736335e+18'],['2019-10-27 22:41:45'],2019-10-27 22:41:45,9.016666666666667
4132,2019-10-28 00:47:22,1.1886182232116795e+18,"('KLM', '56377143')",['1.1886182232116797e+18'],['1.1886189401525043e+18'],[],"['1.1886182232116797e+18', '1.1886189401525043e+18']",['1.1886189401525043e+18'],['2019-10-28 00:50:13'],2019-10-28 00:50:13,2.85
4133,2019-10-28 03:38:43,1.1886613426489915e+18,"('KLM', '56377143')",['1.1886613426489917e+18'],['1.1886641213084713e+18'],[],"['1.1886613426489917e+18', '1.1886641213084713e+18']",['1.1886641213084713e+18'],['2019-10-28 03:49:45'],2019-10-28 03:49:45,11.033333333333333
4134,2019-10-28 06:44:02,1.1887079812711916e+18,"('KLM', '56377143')",['1.1887079812711916e+18'],['1.1887185392361513e+18'],[],"['1.1887079812711916e+18', '1.1887185392361513e+18']",['1.1887185392361513e+18'],['2019-10-28 07:25:59'],2019-10-28 07:25:59,41.95
4135,2019-10-28 06:54:05,1.18871050880913e+18,"('KLM', '56377143')",['1.18871050880913e+18'],['1.188715623905403e+18'],[],"['1.18871050880913e+18', '1.188715623905403e+18']",['1.188715623905403e+18'],['2019-10-28 07:14:24'],2019-10-28 07:14:24,20.316666666666666
4136,2019-10-28 07:04:17,1.1887130771282043e+18,"('KLM', '56377143')",['1.1887130771282043e+18'],['1.188715865363157e+18'],[],"['1.1887130771282043e+18', '1.188715865363157e+18']",['1.188715865363157e+18'],['2019-10-28 07:15:22'],2019-10-28 07:15:22,11.083333333333334
4137,2019-10-28 07:42:37,1.1887227225384305e+18,"('KLM', '56377143')",['1.1887227225384305e+18'],['1.1887334042940703e+18'],[],"['1.1887227225384305e+18', '1.1887334042940703e+18']",['1.1887334042940703e+18'],['2019-10-28 08:25:03'],2019-10-28 08:25:03,42.43333333333333
4138,2019-10-28 07:59:34,1.1887269893116314e+18,"('KLM_MX', '75031837'),('KLM', '56377143')",['1.1887269893116314e+18'],['1.1887402151684751e+18'],[],"['1.1887269893116314e+18', '1.1887402151684751e+18']",['1.1887402151684751e+18'],['2019-10-28 08:52:07'],2019-10-28 08:52:07,52.55
4141,2019-10-28 11:37:31,1.1887818381285704e+18,"('KLM', '56377143'),('RecordedFuture', '95292874')",['1.1887818381285704e+18'],['1.1887858356736082e+18'],[],"['1.1887818381285704e+18', '1.1887858356736082e+18']",['1.1887858356736082e+18'],['2019-10-28 11:53:24'],2019-10-28 11:53:24,15.883333333333335
4142,2019-10-28 11:40:49,1.1887826671286272e+18,"('KLM', '56377143'),('Boeing', '25103967')",['1.1887826671286272e+18'],['1.188791407995216e+18'],[],"['1.1887826671286272e+18', '1.188791407995216e+18']",['1.188791407995216e+18'],['2019-10-28 12:15:32'],2019-10-28 12:15:32,34.71666666666667
4143,2019-10-28 14:17:29,1.1888220941397893e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.1888220941397893e+18'],['1.1888266932402831e+18'],[],"['1.1888220941397893e+18', '1.1888266932402831e+18']",['1.1888266932402831e+18'],['2019-10-28 14:35:45'],2019-10-28 14:35:45,18.266666666666666
4144,2019-10-28 14:30:53,1.1888254666413056e+18,"('KLM', '56377143')",['1.1888254666413056e+18'],['1.189180587325694e+18'],[],"['1.1888254666413056e+18', '1.189180587325694e+18']",['1.189180587325694e+18'],['2019-10-29 14:02:00'],2019-10-29 14:02:00,1411.1166666666666
4145,2019-10-28 14:43:59,1.188828763531948e+18,"('KLM', '56377143')",['1.188828763531948e+18'],['1.188835278632489e+18'],[],"['1.188828763531948e+18', '1.188835278632489e+18']",['1.188835278632489e+18'],['2019-10-28 15:09:52'],2019-10-28 15:09:52,25.883333333333333
4146,2019-10-28 15:22:48,1.1888385349095506e+18,"('KLM', '56377143')",['1.1888385349095506e+18'],['1.188839748695216e+18'],[],"['1.1888385349095506e+18', '1.188839748695216e+18']",['1.188839748695216e+18'],['2019-10-28 15:27:38'],2019-10-28 15:27:38,4.833333333333333
4147,2019-10-28 15:48:59,1.1888451205541847e+18,"('Schiphol', '8279892'),('KLM', '56377143'),('esa', '21436960')",['1.1888451205541847e+18'],['1.1888503447905444e+18'],[],"['1.1888451205541847e+18', '1.1888503447905444e+18']",['1.1888503447905444e+18'],['2019-10-28 16:09:44'],2019-10-28 16:09:44,20.75
4148,2019-10-28 16:26:30,1.1888545653173494e+18,"('KLM', '56377143')",['1.1888545653173494e+18'],"['1.1888597581509345e+18', '1.1888598559997665e+18', '1.1888599352427602e+18']",[],"['1.1888545653173494e+18', '1.1888597581509345e+18', '1.1888598559997665e+18', '1.1888599352427602e+18']","['1.1888598559997665e+18', '1.1888597581509345e+18', '1.1888599352427602e+18']","['2019-10-28 16:47:32', '2019-10-28 16:47:08', '2019-10-28 16:47:51']",2019-10-28 16:47:32,21.033333333333335
4149,2019-10-28 16:52:01,1.188860987287495e+18,"('KLM', '56377143')",['1.1888609872874947e+18'],['1.1888620560297042e+18'],[],"['1.1888609872874947e+18', '1.1888620560297042e+18']",['1.1888620560297042e+18'],['2019-10-28 16:56:16'],2019-10-28 16:56:16,4.250000000000001
4150,2019-10-28 17:00:45,1.188863181944492e+18,"('KLM', '56377143')",['1.188863181944492e+18'],['1.1888638012083282e+18'],[],"['1.188863181944492e+18', '1.1888638012083282e+18']",['1.1888638012083282e+18'],['2019-10-28 17:03:12'],2019-10-28 17:03:12,2.45
4151,2019-10-28 17:25:31,1.1888694171506975e+18,"('KLM', '56377143')",['1.1888694171506975e+18'],['1.188876790409941e+18'],[],"['1.1888694171506975e+18', '1.188876790409941e+18']",['1.188876790409941e+18'],['2019-10-28 17:54:49'],2019-10-28 17:54:49,29.3
4152,2019-10-28 18:31:04,1.1888859122493932e+18,"('KLM', '56377143')",['1.1888859122493932e+18'],['1.18888674087612e+18'],[],"['1.1888859122493932e+18', '1.18888674087612e+18']",['1.18888674087612e+18'],['2019-10-28 18:34:22'],2019-10-28 18:34:22,3.3
4155,2019-10-28 20:07:11,1.1889100989341286e+18,"('KLM', '56377143')",['1.1889100989341286e+18'],"['1.1889225056936837e+18', '1.188922611037868e+18', '1.1889227032370586e+18']",[],"['1.1889100989341286e+18', '1.1889225056936837e+18', '1.188922611037868e+18', '1.1889227032370586e+18']","['1.1889227032370586e+18', '1.188922611037868e+18', '1.1889225056936837e+18']","['2019-10-28 20:57:16', '2019-10-28 20:56:54', '2019-10-28 20:56:29']",2019-10-28 20:57:16,50.083333333333336
4156,2019-10-28 20:07:54,1.188910282757804e+18,"('KLM', '56377143')",['1.188910282757804e+18'],['1.1889125588220436e+18'],[],"['1.188910282757804e+18', '1.1889125588220436e+18']",['1.1889125588220436e+18'],['2019-10-28 20:16:57'],2019-10-28 20:16:57,9.05
4157,2019-10-28 21:23:29,1.188929301426557e+18,"('KLM', '56377143')",['1.188929301426557e+18'],['1.1889330354393784e+18'],[],"['1.188929301426557e+18', '1.1889330354393784e+18']",['1.1889330354393784e+18'],['2019-10-28 21:38:19'],2019-10-28 21:38:19,14.833333333333334
4158,2019-10-28 21:37:37,1.188932859588989e+18,"('KLM', '56377143')",['1.188932859588989e+18'],['1.1889446388639048e+18'],[],"['1.188932859588989e+18', '1.1889446388639048e+18']",['1.1889446388639048e+18'],['2019-10-28 22:24:26'],2019-10-28 22:24:26,46.81666666666667
4159,2019-10-28 22:18:58,1.18894326495257e+18,"('goibibo', '98649937'),('omanair', '19280428'),('KLM', '56377143')",['1.1889432649525699e+18'],['1.1889472845428367e+18'],[],"['1.1889432649525699e+18', '1.1889472845428367e+18']",['1.1889472845428367e+18'],['2019-10-28 22:34:56'],2019-10-28 22:34:56,15.966666666666669
4160,2019-10-28 22:32:28,1.1889466623511962e+18,"('KLM', '56377143')",['1.1889466623511962e+18'],['1.188950312238891e+18'],[],"['1.1889466623511962e+18', '1.188950312238891e+18']",['1.188950312238891e+18'],['2019-10-28 22:46:58'],2019-10-28 22:46:58,14.5
4161,2019-10-29 00:15:45,1.1889726544826122e+18,"('KLM', '56377143')",['1.1889726544826122e+18'],['1.188973874916008e+18'],[],"['1.1889726544826122e+18', '1.188973874916008e+18']",['1.188973874916008e+18'],['2019-10-29 00:20:36'],2019-10-29 00:20:36,4.85
4163,2019-10-29 01:20:30,1.1889889502051615e+18,"('KLM', '56377143')",['1.1889889502051615e+18'],"['1.188996116450304e+18', '1.1889961579445412e+18']",[],"['1.1889889502051615e+18', '1.188996116450304e+18', '1.1889961579445412e+18']","['1.188996116450304e+18', '1.1889961579445412e+18']","['2019-10-29 01:48:59', '2019-10-29 01:49:09']",2019-10-29 01:48:59,28.483333333333334
4166,2019-10-29 08:52:47,1.1891027721232916e+18,"('KLM', '56377143')",['1.1891027721232916e+18'],['1.1891074898345247e+18'],[],"['1.1891027721232916e+18', '1.1891074898345247e+18']",['1.1891074898345247e+18'],['2019-10-29 09:11:32'],2019-10-29 09:11:32,18.75
4169,2019-10-29 09:12:51,1.1891078196326482e+18,"('KLM', '56377143')",['1.1891078196326482e+18'],['1.1891083983836815e+18'],[],"['1.1891078196326482e+18', '1.1891083983836815e+18']",['1.1891083983836815e+18'],['2019-10-29 09:15:09'],2019-10-29 09:15:09,2.3
4171,2019-10-29 12:32:53,1.1891581619171533e+18,"('KLM', '56377143')",['1.1891581619171533e+18'],['1.1891641317918884e+18'],[],"['1.1891581619171533e+18', '1.1891641317918884e+18']",['1.1891641317918884e+18'],['2019-10-29 12:56:37'],2019-10-29 12:56:37,23.733333333333334
4172,2019-10-29 12:53:21,1.1891633125059338e+18,"('KLM', '56377143')",['1.1891633125059338e+18'],['1.1891714824270438e+18'],[],"['1.1891633125059338e+18', '1.1891714824270438e+18']",['1.1891714824270438e+18'],['2019-10-29 13:25:49'],2019-10-29 13:25:49,32.46666666666667
4174,2019-10-29 13:43:59,1.1891760509720576e+18,"('KLM', '56377143')",['1.1891760509720576e+18'],['1.1891798324852695e+18'],[],"['1.1891760509720576e+18', '1.1891798324852695e+18']",['1.1891798324852695e+18'],['2019-10-29 13:59:00'],2019-10-29 13:59:00,15.016666666666667
4175,2019-10-29 14:52:33,1.1891933084818063e+18,"('KLM', '56377143')",['1.1891933084818063e+18'],['1.1891974425390326e+18'],[],"['1.1891933084818063e+18', '1.1891974425390326e+18']",['1.1891974425390326e+18'],['2019-10-29 15:08:59'],2019-10-29 15:08:59,16.433333333333334
4176,2019-10-29 15:04:33,1.1891963275671388e+18,"('KLM', '56377143')",['1.1891963275671388e+18'],['1.189198132954964e+18'],[],"['1.1891963275671388e+18', '1.189198132954964e+18']",['1.189198132954964e+18'],['2019-10-29 15:11:43'],2019-10-29 15:11:43,7.166666666666667
4177,2019-10-29 15:32:38,1.189203394680017e+18,"('KLM', '56377143')",['1.189203394680017e+18'],['1.189208655729705e+18'],[],"['1.189203394680017e+18', '1.189208655729705e+18']",['1.189208655729705e+18'],['2019-10-29 15:53:32'],2019-10-29 15:53:32,20.9
4181,2019-10-29 18:59:26,1.1892554372432937e+18,"('KLM', '56377143')",['1.1892554372432937e+18'],['1.1892583389593477e+18'],[],"['1.1892554372432937e+18', '1.1892583389593477e+18']",['1.1892583389593477e+18'],['2019-10-29 19:10:58'],2019-10-29 19:10:58,11.533333333333333
4185,2019-10-29 20:23:06,1.1892764919490028e+18,"('KLM', '56377143')",['1.1892764919490028e+18'],['1.1892785316557537e+18'],[],"['1.1892764919490028e+18', '1.1892785316557537e+18']",['1.1892785316557537e+18'],['2019-10-29 20:31:12'],2019-10-29 20:31:12,8.100000000000001
4187,2019-10-29 21:25:15,1.1892921341024543e+18,"('KLM', '56377143')",['1.1892921341024543e+18'],['1.18929416243012e+18'],[],"['1.1892921341024543e+18', '1.18929416243012e+18']",['1.18929416243012e+18'],['2019-10-29 21:33:18'],2019-10-29 21:33:18,8.05
4188,2019-10-29 22:16:35,1.1893050533262623e+18,"('KLM', '56377143')",['1.1893050533262623e+18'],['1.1893108367598428e+18'],[],"['1.1893050533262623e+18', '1.1893108367598428e+18']",['1.1893108367598428e+18'],['2019-10-29 22:39:34'],2019-10-29 22:39:34,22.983333333333334
4191,2019-10-30 03:12:12,1.1893794465637294e+18,"('KLM', '56377143')",['1.1893794465637294e+18'],['1.1893810107540972e+18'],[],"['1.1893794465637294e+18', '1.1893810107540972e+18']",['1.1893810107540972e+18'],['2019-10-30 03:18:25'],2019-10-30 03:18:25,6.216666666666667
4193,2019-10-30 07:44:42,1.1894480255649464e+18,"('KLM', '56377143')",['1.1894480255649464e+18'],['1.189449799331963e+18'],[],"['1.1894480255649464e+18', '1.189449799331963e+18']",['1.189449799331963e+18'],['2019-10-30 07:51:45'],2019-10-30 07:51:45,7.05
4194,2019-10-30 08:08:08,1.1894539203740672e+18,"('IgniteCountdown', '2858176448'),('MS_Ignite', '2832071580'),('OrlandoCitySC', '213474069'),('KLM', '56377143'),('janligtenberg', '83887577'),('MKnoppert', '21379189')",['1.1894539203740672e+18'],['1.1894553828858675e+18'],[],"['1.1894539203740672e+18', '1.1894553828858675e+18']",['1.1894553828858675e+18'],['2019-10-30 08:13:56'],2019-10-30 08:13:56,5.8
4195,2019-10-30 10:41:54,1.1894926178657649e+18,"('KLM', '56377143'),('AirportSchiphol', '1029385771122413568')",['1.1894926178657649e+18'],['1.1894936906597253e+18'],[],"['1.1894926178657649e+18', '1.1894936906597253e+18']",['1.1894936906597253e+18'],['2019-10-30 10:46:10'],2019-10-30 10:46:10,4.266666666666667
4196,2019-10-30 11:53:42,1.1895106851657974e+18,"('KLM', '56377143')",['1.1895106851657974e+18'],['1.1895123686461686e+18'],[],"['1.1895106851657974e+18', '1.1895123686461686e+18']",['1.1895123686461686e+18'],['2019-10-30 12:00:23'],2019-10-30 12:00:23,6.683333333333334
4197,2019-10-30 11:54:02,1.189510771417305e+18,"('KLM', '56377143')",['1.189510771417305e+18'],['1.189513414470787e+18'],[],"['1.189510771417305e+18', '1.189513414470787e+18']",['1.189513414470787e+18'],['2019-10-30 12:04:32'],2019-10-30 12:04:32,10.5
4198,2019-10-30 12:20:25,1.189517410442842e+18,"('KLM', '56377143')",['1.189517410442842e+18'],['1.1895185823102976e+18'],[],"['1.189517410442842e+18', '1.1895185823102976e+18']",['1.1895185823102976e+18'],['2019-10-30 12:25:04'],2019-10-30 12:25:04,4.65
4201,2019-10-30 14:11:07,1.189545270675157e+18,"('KLM', '56377143')",['1.189545270675157e+18'],['1.1895463159628145e+18'],[],"['1.189545270675157e+18', '1.1895463159628145e+18']",['1.1895463159628145e+18'],['2019-10-30 14:15:17'],2019-10-30 14:15:17,4.166666666666667
4203,2019-10-30 15:07:36,1.1895594820592968e+18,"('KLM', '56377143')",['1.1895594820592968e+18'],['1.1895672913877115e+18'],[],"['1.1895594820592968e+18', '1.1895672913877115e+18']",['1.1895672913877115e+18'],['2019-10-30 15:38:38'],2019-10-30 15:38:38,31.03333333333334
4204,2019-10-30 15:16:41,1.189561770354053e+18,"('KLM', '56377143')",['1.189561770354053e+18'],['1.1895653126325453e+18'],[],"['1.189561770354053e+18', '1.1895653126325453e+18']",['1.1895653126325453e+18'],['2019-10-30 15:30:46'],2019-10-30 15:30:46,14.083333333333334
4206,2019-10-30 16:33:34,1.189581117474648e+18,"('KLM', '56377143'),('NS_online', '121372044')",['1.189581117474648e+18'],['1.1895840751720448e+18'],[],"['1.189581117474648e+18', '1.1895840751720448e+18']",['1.1895840751720448e+18'],['2019-10-30 16:45:19'],2019-10-30 16:45:19,11.75
4209,2019-10-30 17:31:55,1.189595804161446e+18,"('KLM', '56377143'),('KLM_DE', '37612235')",['1.189595804161446e+18'],['1.1895976762681508e+18'],[],"['1.189595804161446e+18', '1.1895976762681508e+18']",['1.1895976762681508e+18'],['2019-10-30 17:39:22'],2019-10-30 17:39:22,7.45
4210,2019-10-30 17:39:19,1.189597665241305e+18,"('KLM', '56377143'),('TUIGroup', '41062336')",['1.189597665241305e+18'],['1.189598328511697e+18'],[],"['1.189597665241305e+18', '1.189598328511697e+18']",['1.189598328511697e+18'],['2019-10-30 17:41:57'],2019-10-30 17:41:57,2.6333333333333333
4211,2019-10-30 17:47:37,1.1895997534845583e+18,"('KLM', '56377143')",['1.1895997534845583e+18'],['1.1896013643237786e+18'],[],"['1.1895997534845583e+18', '1.1896013643237786e+18']",['1.1896013643237786e+18'],['2019-10-30 17:54:01'],2019-10-30 17:54:01,6.4
4214,2019-10-30 19:11:12,1.189620785893253e+18,"('KLM', '56377143')",['1.189620785893253e+18'],['1.1896246161107436e+18'],[],"['1.189620785893253e+18', '1.1896246161107436e+18']",['1.1896246161107436e+18'],['2019-10-30 19:26:25'],2019-10-30 19:26:25,15.216666666666669
4215,2019-10-30 19:17:09,1.1896222858561004e+18,"('KLM', '56377143')",['1.1896222858561004e+18'],['1.1896250351217418e+18'],[],"['1.1896222858561004e+18', '1.1896250351217418e+18']",['1.1896250351217418e+18'],['2019-10-30 19:28:05'],2019-10-30 19:28:05,10.933333333333334
4218,2019-10-30 20:05:31,1.1896344554236518e+18,"('KLM', '56377143'),('538', '8886852')",['1.1896344554236518e+18'],['1.189637589332058e+18'],[],"['1.1896344554236518e+18', '1.189637589332058e+18']",['1.189637589332058e+18'],['2019-10-30 20:17:58'],2019-10-30 20:17:58,12.45
4219,2019-10-31 16:58:39,1.1899498160816538e+18,"('KLM', '56377143'),('PayPalUK', '108983630'),('BBCWatchdog', '132849881'),('ConsumerRights', '16740463'),('KLM', '56377143')",['1.1899498160816538e+18'],['1.1899611692531302e+18'],[],"['1.1899498160816538e+18', '1.1899611692531302e+18']",['1.1899611692531302e+18'],['2019-10-31 17:43:45'],2019-10-31 17:43:45,45.1
4220,2019-10-31 17:24:33,1.1899563348773356e+18,"('KLM', '56377143'),('transavia', '19199075')",['1.1899563348773356e+18'],['1.1899588794022216e+18'],[],"['1.1899563348773356e+18', '1.1899588794022216e+18']",['1.1899588794022216e+18'],['2019-10-31 17:34:39'],2019-10-31 17:34:39,10.1
4221,2019-10-31 17:25:58,1.189956694262063e+18,"('KLM', '56377143')",['1.189956694262063e+18'],['1.1899593232476242e+18'],[],"['1.189956694262063e+18', '1.1899593232476242e+18']",['1.1899593232476242e+18'],['2019-10-31 17:36:25'],2019-10-31 17:36:25,10.45
4222,2019-10-31 17:50:26,1.189962850174931e+18,"('KLM', '56377143'),('KLM_UK', '19401532'),('EDI_Airport', '41570978')",['1.189962850174931e+18'],['1.1899655776637174e+18'],[],"['1.189962850174931e+18', '1.1899655776637174e+18']",['1.1899655776637174e+18'],['2019-10-31 18:01:16'],2019-10-31 18:01:16,10.833333333333334
4226,2019-10-31 20:14:36,1.1899991295833784e+18,"('KLM', '56377143')",['1.1899991295833784e+18'],['1.1900001367742095e+18'],[],"['1.1899991295833784e+18', '1.1900001367742095e+18']",['1.1900001367742095e+18'],['2019-10-31 20:18:36'],2019-10-31 20:18:36,4.000000000000001
4227,2019-10-31 20:27:01,1.1900022551996416e+18,"('KLM', '56377143')",['1.1900022551996416e+18'],"['1.1900049830366126e+18', '1.1900051474617016e+18']",[],"['1.1900022551996416e+18', '1.1900049830366126e+18', '1.1900051474617016e+18']","['1.1900049830366126e+18', '1.1900051474617016e+18']","['2019-10-31 20:37:51', '2019-10-31 20:38:31']",2019-10-31 20:37:51,10.833333333333334
4231,2019-11-01 02:54:13,1.1900996989060178e+18,"('KLM', '56377143'),('fly2ohare', '415683367')",['1.1900996989060178e+18'],['1.190101200726823e+18'],[],"['1.1900996989060178e+18', '1.190101200726823e+18']",['1.190101200726823e+18'],['2019-11-01 03:00:11'],2019-11-01 03:00:11,5.966666666666667
4232,2019-11-01 03:53:58,1.1901147353809756e+18,"('KLM', '56377143')",['1.1901147353809756e+18'],['1.190116566609924e+18'],[],"['1.1901147353809756e+18', '1.190116566609924e+18']",['1.190116566609924e+18'],['2019-11-01 04:01:15'],2019-11-01 04:01:15,7.283333333333333
4233,2019-11-01 08:27:53,1.1901836691782203e+18,"('KLM', '56377143')",['1.1901836691782205e+18'],['1.190185958915924e+18'],[],"['1.1901836691782205e+18', '1.190185958915924e+18']",['1.190185958915924e+18'],['2019-11-01 08:36:59'],2019-11-01 08:36:59,9.1
4234,2019-11-01 09:29:24,1.1901991498635592e+18,"('KLM', '56377143')",['1.1901991498635592e+18'],['1.1902007976882217e+18'],[],"['1.1901991498635592e+18', '1.1902007976882217e+18']",['1.1902007976882217e+18'],['2019-11-01 09:35:57'],2019-11-01 09:35:57,6.55
4235,2019-11-01 10:21:49,1.1902123401736806e+18,"('KLM', '56377143')",['1.1902123401736806e+18'],['1.1902171772883886e+18'],[],"['1.1902123401736806e+18', '1.1902171772883886e+18']",['1.1902171772883886e+18'],['2019-11-01 10:41:02'],2019-11-01 10:41:02,19.216666666666665
4236,2019-11-01 12:34:54,1.190245831947047e+18,"('KLM', '56377143')",['1.190245831947047e+18'],['1.190250564690555e+18'],[],"['1.190245831947047e+18', '1.190250564690555e+18']",['1.190250564690555e+18'],['2019-11-01 12:53:43'],2019-11-01 12:53:43,18.816666666666666
4238,2019-11-01 12:48:19,1.190249208164565e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.190249208164565e+18'],['1.1902510807786824e+18'],[],"['1.190249208164565e+18', '1.1902510807786824e+18']",['1.1902510807786824e+18'],['2019-11-01 12:55:46'],2019-11-01 12:55:46,7.45
4239,2019-11-01 13:20:53,1.1902574022156206e+18,"('KLM', '56377143')",['1.1902574022156206e+18'],['1.1902604313671557e+18'],[],"['1.1902574022156206e+18', '1.1902604313671557e+18']",['1.1902604313671557e+18'],['2019-11-01 13:32:55'],2019-11-01 13:32:55,12.033333333333333
4240,2019-11-01 15:31:22,1.1902902406882714e+18,"('KLM', '56377143')",['1.1902902406882714e+18'],['1.190293605975507e+18'],[],"['1.1902902406882714e+18', '1.190293605975507e+18']",['1.190293605975507e+18'],['2019-11-01 15:44:44'],2019-11-01 15:44:44,13.366666666666667
4243,2019-11-01 18:01:02,1.1903279048249876e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.1903279048249876e+18'],"['1.1903290210679316e+18', '1.1903290729053102e+18']",[],"['1.1903279048249876e+18', '1.1903290210679316e+18', '1.1903290729053102e+18']","['1.1903290729053102e+18', '1.1903290210679316e+18']","['2019-11-01 18:05:40', '2019-11-01 18:05:28']",2019-11-01 18:05:40,4.633333333333334
4244,2019-11-01 19:28:03,1.190349802573316e+18,"('KLM', '56377143')",['1.190349802573316e+18'],['1.190350958749999e+18'],[],"['1.190349802573316e+18', '1.190350958749999e+18']",['1.190350958749999e+18'],['2019-11-01 19:32:38'],2019-11-01 19:32:38,4.583333333333333
4245,2019-11-01 20:18:16,1.1903624400993362e+18,"('KLM', '56377143')",['1.1903624400993362e+18'],['1.1903707108265042e+18'],[],"['1.1903624400993362e+18', '1.1903707108265042e+18']",['1.1903707108265042e+18'],['2019-11-01 20:51:08'],2019-11-01 20:51:08,32.86666666666667
4247,2019-11-01 20:59:03,1.190372705616507e+18,"('KLM', '56377143')",['1.190372705616507e+18'],['1.1903744947429622e+18'],[],"['1.190372705616507e+18', '1.1903744947429622e+18']",['1.1903744947429622e+18'],['2019-11-01 21:06:10'],2019-11-01 21:06:10,7.116666666666666
4248,2019-11-01 21:48:55,1.190385253564715e+18,"('KLM', '56377143')",['1.190385253564715e+18'],['1.1903919022538342e+18'],[],"['1.190385253564715e+18', '1.1903919022538342e+18']",['1.1903919022538342e+18'],['2019-11-01 22:15:20'],2019-11-01 22:15:20,26.416666666666668
